_mj,_mi,idn,country,year,reg_4state,ocbu,ocbu_lag,se_ptrade_i_ocbu,se_high_equity_ocbu,se_eu_ocbu,se_basel_ocbu,se_easia_ocbu,se_cbss_ocbu,cbocb,cbocb_lag,se_ptrade_i_cbocb,se_high_equity_cbocb,se_eu_cbocb,se_basel_cbocb,se_easia_cbocb,se_cbss_cbocb,e_asia,cbss,imf_2,basel_member,gdp_2005_nse,log_gdp,gdp_change,fdi,portfolio_invest,post_warsaw,crisis_base,crisis6,checks,polar,cbg_time_in_office,eu,udems_mean,income_diversity,asset_diversity,dbagdp,netintmargin,concentration,inslife,insnonlife,stmktcap,pr_bur,pr_corrupt,pr_invest,pr_law_order,pr_socio_econ,inf_rr,crrncy_crisis,infltn_crisis,stck_mrkt_crash,svrgn_debt_crisis_dmstc,svrgn_debt_crisis_extrnl,cent_gov_debt_gdp,gen_gov_debt_gdp,ext_debt_gdp,ext_debt_gnp,cent_gov_debt_exports,percent_se_cbss_ocbu,percent_se_eu_ocbu,percent_se_basel_ocbu,NoEvent,event,end,begin
1,12,1,"Afghanistan",1998,1,0,0,0,.125,0,0,0,0,0,0,0,.25,0,0,0,0,0,0,0,0,10.6858,9.276671,5.190137,-.0001,25.83536,0,0,0,1,0,2.513111,0,-1.143971,.47929,.6828295,.9119826,.0948568,.6611706,.0095932,.0011488,.5852943,1.427796,1.330199,7.145267,2.745059,7.552859,280.4623,0,0,1,0,0,97.46434,88.35588,209.4195,133.915,272.3141,0,0,0,0,,,
1,13,1,"Afghanistan",1999,1,0,0,0,.1111111,0,0,0,0,0,0,0,.2222222,0,0,0,0,0,0,0,0,22.23646,10.00949,8.571743,.0604,294.2362,0,0,0,1,0,3.402364,0,-1.139798,.4549658,.7019877,.8679883,.0517729,.6820107,.0203238,.0049468,1.473124,2.367853,1.922081,8.181631,3.797366,10.50644,927.2994,1,1,1,0,0,67.81306,88.51744,177.5073,102.1189,583.2995,0,0,0,0,,,
1,14,1,"Afghanistan",2000,1,0,0,0,.1111111,0,0,0,0,0,0,0,.2222222,0,0,0,0,0,0,0,0,16.71227,9.723898,5.493638,.0017,-189.5024,0,0,0,1,0,7.032895,0,-1.330926,.5023824,.7402675,.4711953,.0416825,.7958553,.0529025,.0189901,1.0396,1.752323,2.709132,8.462931,3.107027,8.271688,64.25211,0,0,0,0,1,96.04137,90.89193,246.5381,251.1316,574.7293,0,0,0,0,,,
1,15,1,"Afghanistan",2001,1,0,0,0,.25,0,0,0,0,0,0,0,.25,0,0,0,0,0,0,0,0,17.77901,9.785774,6.945326,.0068,132.1659,0,0,0,1,0,1.074881,0,-1.617427,.4328216,.5787195,.8071518,.0886272,.4089922,.0480809,.0010693,1.459953,1.564019,2.744094,4.019338,2.51386,8.54301,424.7142,0,1,1,0,1,208.0329,105.0826,236.758,173.1784,876.0891,0,0,0,0,,,
1,16,1,"Afghanistan",2002,1,0,0,.3613764,.1111111,0,0,0,0,0,0,.3770069,.3333333,0,0,0,0,0,0,0,0,3.322351,8.108428,1.383641,.5,-20.89392,0,0,0,1,0,3.69518,0,-.8685109,.4741479,.9350603,.4361477,.0745992,.7608753,.0381465,.0199727,.3330953,.6541189,3.159482,4.121383,3.2218,4.545373,1004.985,0,0,0,1,0,118.3818,134.97,266.9172,181.7593,694.4518,0,0,0,0,,,
1,17,1,"Afghanistan",2003,1,0,0,.3822401,.3333333,0,0,0,0,0,0,.3553332,.1111111,0,0,0,0,0,0,0,0,31.58273,10.36037,14.31838,.578,198.222,0,0,0,1,0,6.799184,0,-.8685492,.3579778,.6178573,.3475982,.050158,.7765002,.0347171,.0187401,.754809,2.405502,3.239622,7.193176,4.386101,10.06392,831.7338,1,1,0,0,1,159.4885,103.3426,177.2064,161.6929,170.5473,0,0,0,0,,,
1,18,1,"Afghanistan",2004,1,0,0,.3468392,.25,0,0,0,0,0,0,.4079061,.25,0,0,0,0,0,0,0,0,23.15168,10.04982,9.438758,1.869,-33.8013,0,0,0,1,0,2.832236,0,-.6794313,.5627667,.8860723,.5113678,.0534867,.5109396,.0344253,.010874,.7419786,1.691055,2.278982,6.932775,3.552447,7.063779,211.3337,1,0,0,0,0,165.762,137.7946,164.4681,114.9215,916.8687,0,0,0,0,,,
1,19,1,"Afghanistan",2005,1,0,0,.2794483,0,0,0,0,0,0,0,.4634061,0,0,0,0,0,0,0,0,0,27.86491,10.23512,14.51572,2.71,378.9699,0,0,0,1,0,-.0452169,0,-.1844621,.3517396,.4987838,.882825,.0265304,.7902147,.0978521,.0283029,1.48601,3.049897,3.12836,7.809537,4.199018,7.924389,283.1044,0,0,0,0,1,75.58495,89.46889,302.6282,159.7639,422.2638,0,0,0,0,,,
1,20,1,"Afghanistan",2006,1,0,0,.3069933,.25,0,0,0,0,0,0,.4840274,.125,0,0,0,0,0,0,0,0,14.04873,9.550287,11.18704,2.38,-60.04385,0,0,0,1,0,6.351668,0,-.1869743,.5661348,.6637158,.8831466,.0579395,1,.0119064,.0212799,1.342034,1.98504,2.273652,8.014707,2.400601,8.025494,1446.333,1,0,1,1,0,149.124,92.91091,183.7486,76.2237,29.94177,0,0,0,0,,,
1,22,2,"Albania",1988,1,0,0,0,0,0,0,0,0,0,0,.31747,.2857143,0,0,0,0,0,0,0,0,4.052732,8.307146,-1.42004,113.6623,0,0,0,0,1,0,-1,0,-1.454895,.3058332,.7859879,.2118226,.0899021,.9276484,.0349513,.0079739,.4015893,1,4,6,4,7,891.1126,2,0,1,0,1,205.5788,133.0056,149.527,207.2116,785.5126,0,0,0,0,,,
1,23,2,"Albania",1989,1,0,0,.0025482,0,0,0,0,0,0,0,.3558255,.5714286,0,0,0,0,0,0,0,0,4.368163,8.382098,9.836549,-67.28483,0,0,0,0,1,0,-1,0,-1.455575,.5025982,.6576605,.471842,.0522952,.9016926,.0250848,.0150476,1.329665,1,4,6,4,7,257.386,0,0,1,0,1,55.8486,73.31082,101.0198,144.0331,611.7185,0,0,0,0,,,
1,24,2,"Albania",1990,1,0,0,.0014364,0,0,0,0,0,0,0,.3778042,.5714286,0,0,0,0,0,0,0,0,3.910259,8.271358,-9.57564,108.4674,0,1,0,0,1,0,-1,0,-.5917155,.4400318,.8614034,.1048729,.0840172,.6253779,.0319531,.0165298,.1086786,1,4,6,4,6.5,813.1448,1,0,0,0,0,212.757,140.2033,192.8681,175.3098,510.9955,0,0,0,0,,,
1,25,2,"Albania",1991,1,0,0,.004806,0,0,0,0,0,0,0,.4274932,.2857143,0,0,0,0,0,0,0,0,2.834911,7.949766,-29.589,94.34902,0,1,0,0,1,0,-1,0,.1956578,.8412176,1,.8384161,.1679374,1,0,.0164021,0,1,4,4.333333,2.833333,4.166667,3399.706,2,1,1,1,1,131.1199,106.5162,90.18344,161.442,415.5953,0,0,0,0,,,
1,26,2,"Albania",1992,1,0,0,.0046867,0,0,0,0,0,0,0,.3882633,.2857143,0,0,0,0,0,0,1,0,2.652253,7.883165,-7.2,.2,0,1,0,0,2,0,.5,0,.2894595,.67604,.8788281,.2611947,.0739158,.6555938,.0255429,.0058375,.1697963,1,3.25,2,2.083333,2,1366.438,2,1,0,1,0,185.362,133.8027,286.9579,94.16966,692.1897,0,0,0,0,,,
