_mj,_mi,idn,country,year,reg_4state,ocbu,ocbu_lag,se_ptrade_i_ocbu,se_high_equity_ocbu,se_eu_ocbu,se_basel_ocbu,se_easia_ocbu,se_cbss_ocbu,cbocb,cbocb_lag,se_ptrade_i_cbocb,se_high_equity_cbocb,se_eu_cbocb,se_basel_cbocb,se_easia_cbocb,se_cbss_cbocb,e_asia,cbss,imf_2,basel_member,gdp_2005_nse,log_gdp,gdp_change,fdi,portfolio_invest,post_warsaw,crisis_base,crisis6,checks,polar,cbg_time_in_office,eu,udems_mean,income_diversity,asset_diversity,dbagdp,netintmargin,concentration,inslife,insnonlife,stmktcap,pr_bur,pr_corrupt,pr_invest,pr_law_order,pr_socio_econ,inf_rr,crrncy_crisis,infltn_crisis,stck_mrkt_crash,svrgn_debt_crisis_dmstc,svrgn_debt_crisis_extrnl,cent_gov_debt_gdp,gen_gov_debt_gdp,ext_debt_gdp,ext_debt_gnp,cent_gov_debt_exports,percent_se_cbss_ocbu,percent_se_eu_ocbu,percent_se_basel_ocbu,NoEvent,event,end,begin
1,199,10,"Belgium",2005,3,1,1,.3392862,.25,.4166667,.3333333,0,0,0,0,.2063494,.125,.2916667,.25,0,0,0,0,0,1,32.03341,10.37453,1.847477,340.4013,57.11596,0,0,0,5,2,6,1,2.00743,.8176339,.8256913,1.020314,.0159046,.8108596,.085065,.042132,.7631999,4,4,11.5,5,8.375,2.533,1,0,0,0,0,91.68069,91.707,260.7578,188.1602,151.2934,0,41.66667,33.33333,0,,,
1,200,10,"Belgium",2006,3,1,1,.364601,.25,.4166667,.3333333,0,0,0,0,.1987349,.125,.2916667,.25,0,0,0,0,0,1,32.72903,10.39602,2.987128,567.4379,45.88106,0,0,0,5,2,7,1,2.007443,.8176339,.8256913,1.040367,.0147469,.8101959,.0635849,.032469,.8772706,4,3.708333,11.5,5,8.5,2.338,0,0,0,0,0,87.46099,87.272,288.9394,91.76654,453.5739,0,41.66667,33.33333,0,,,
1,202,11,"Brazil",1988,1,0,0,.0022582,0,0,0,0,0,0,0,.830113,.2857143,0,0,0,0,0,0,1,0,7.523531,8.925791,-.1026727,28.04,1.89,0,0,0,4,0,.5,0,.4884735,.5781364,.7084057,.1720731,.0868893,.8233032,.001166,.008083,.0738842,3,4,6.166667,4,6.166667,629.1,1,1,0,0,1,75.68604,101.1046,37.01714,134.8053,326.3711,0,0,0,0,,,
1,203,11,"Brazil",1989,1,0,0,.0025392,0,0,0,0,0,0,0,.8196304,.5714286,0,0,0,0,0,0,1,0,7.631712,8.940067,3.279459,11.31,-.57,0,0,0,4,0,.5,0,.7656755,.5781364,.7084057,.5716454,.1118069,.7570614,.001273,.011364,.0900741,3,4,5.5,4,5.833333,1430.7,2,1,0,0,1,33.81447,59.5878,25.49692,95.16245,300.9052,0,0,0,0,,,
1,204,11,"Brazil",1990,1,0,0,.0015979,0,0,0,0,0,0,0,.8352976,.5714286,0,0,0,0,0,0,0,0,7.178574,8.878856,-4.3,9.89,1.03,0,1,-1.78533,4,0,.5,0,.7420975,.5781364,.7084057,.24452,.1186952,.944689,.001788,.01227,.067131,3,4,6.25,4,5.583333,2947.7,1,1,0,1,1,50.02042,104.6612,26.62653,61.27236,316.0824,0,0,0,0,,,
1,205,11,"Brazil",1991,1,0,0,.0017859,0,0,0,0,0,0,0,.8031371,.2857143,0,0,0,0,0,0,0,0,7.167804,8.877355,1.512068,11.03,5.78,0,0,-.7439373,4,2,.5,0,.7405885,.5781364,.7084057,.1083285,.2247233,.9429731,.001931,.012128,.0723776,3,4,4.916667,4,5.25,477.4,1,1,0,0,1,60.32851,117.0301,30.33579,73.4991,341.7779,0,0,0,0,,,
1,206,11,"Brazil",1992,1,0,0,.0015438,0,0,0,0,0,0,0,.7851062,.2857143,0,0,0,0,0,0,1,0,7.022369,8.856856,-.4669149,20.61,17.04,0,0,-.4631107,4,2,.5,0,.7451496,.5781364,.7084057,.3701768,.1342275,.898799,.005149,.017768,.1130952,3,3.75,6.666667,4,6.25,1022.5,1,1,1,0,1,98.44927,101.4121,33.66946,128.0162,303.9525,0,0,0,0,,,
1,207,11,"Brazil",1993,1,0,0,.0015353,0,0,0,0,0,0,0,.7791575,.2857143,0,0,0,0,0,0,1,0,7.238053,8.887108,4.665151,12.92,65.7,0,0,-.2939683,4,2,.5,0,.7002074,.5781364,.7084057,.4557648,.1646773,.7589316,.0040638,.015383,.1649598,3,4,5.333333,3.75,5.75,1927.4,2,1,0,0,1,77.05382,90.15489,33.69017,113.2206,312.95,0,0,0,0,,,
1,208,11,"Brazil",1994,1,0,0,.0014425,0,0,0,0,0,0,0,.7772456,.25,0,0,0,0,0,0,0,0,7.509603,8.923938,5.33436,30.72,72.8,0,1,-1.78533,4,2,1,0,.7469445,.5781364,.7084057,.5000975,.1652224,.4598132,.003718,.019001,.2638149,3,3.083333,5.666667,3,6,2075.8,1,1,0,0,1,40.73436,75.40073,28.37282,91.53756,293.2746,0,0,0,0,,,
1,209,11,"Brazil",1995,1,0,0,.0011988,0,0,0,0,0,0,0,.8035873,.4285714,0,0,0,0,0,0,0,0,7.723664,8.952044,4.416832,48.59,27.75,0,0,-.7439373,6,2,.5,0,.743076,.5781364,.7084057,.473963,.1505026,.4148295,.003426,.016524,.2203984,3,3,5.166667,3,6,66,1,1,0,0,0,37.19548,100.9037,21.17323,85.13194,287.5721,0,0,0,0,,,
1,210,11,"Brazil",1996,1,0,0,.0009243,0,0,0,0,0,0,0,.7997468,.4285714,0,0,0,0,0,0,0,0,7.77127,8.958189,2.15,112,57.85,0,0,-.4631107,6,2,1,0,.7468644,.5781364,.7084057,.5174468,.1210643,.3670056,.003635,.015767,.2176274,3,3,5,3,6,16,0,0,0,0,0,48.86113,78.65846,21.90757,61.94586,328.7807,0,0,0,0,,,
1,211,11,"Brazil",1997,1,0,0,.0007467,0,0,0,0,0,0,0,.7992241,.5714286,0,0,0,0,0,0,0,0,7.913353,8.976307,3.374939,196.5,50.99,0,0,-.2939683,6,2,.5,0,.7038636,.5781364,.7084057,.5565767,.1145589,.3923275,.003831,.017295,.2719694,2.583333,3,6,2.666667,6,6.9,0,0,0,0,0,61.50291,86.20057,23.21066,89.24269,333.9813,0,0,0,0,,,
1,212,11,"Brazil",1998,1,0,0,.0005071,.1428571,0,0,0,0,0,0,.8032597,.2857143,0,0,0,0,0,0,1,0,7.798798,8.961725,.0379,319.13,-17.68,0,0,-.1725461,6,2,1,0,.70469,.5781364,.7084057,.5726474,.1285303,.397423,.003801,.017414,.2477914,2,3,7.333333,2,5.916667,3.2,0,0,1,0,0,77.85948,78.54796,29.25078,98.87591,412.7681,0,0,0,0,,,
1,213,11,"Brazil",1999,1,0,0,.0013033,.1428571,0,0,0,0,0,0,.8210301,.2857143,0,0,0,0,0,0,1,0,7.703893,8.949481,.2508579,285.76,25.72,0,0,-.0777598,4,2,.5,0,.672514,.5781364,.7084057,.5883823,.1618497,.3862053,.003601,.017269,.3315198,2,3,5.083333,2,4.166667,4.9,1,0,0,0,0,59.16864,87.80531,42.97156,78.85733,441.9831,0,0,0,0,,,
1,214,11,"Brazil",2000,1,0,0,.0789859,.1428571,0,0,0,0,0,0,.8027655,.2857143,0,0,0,0,0,0,0,0,7.920492,8.977209,4.308208,327.7924,30.75914,0,0,0,4,2,1,0,.8105573,.5781364,.7084057,.6293048,.1066547,.3815074,.00356,.017312,.3545789,2,3,5.833333,2,4,7.1,0,0,1,0,0,55.63488,86.06288,38.5393,95.06461,375.4912,0,0,0,0,,,
1,215,11,"Brazil",2001,1,0,0,.084436,.25,0,0,0,0,0,0,.809623,.25,0,0,0,0,0,0,1,0,7.911419,8.976063,1.31037,224.5735,24.81201,0,0,0,4,2,2,0,.7184762,.5781364,.7084057,.6241181,.1058218,.3847296,.008844,.017553,.3773142,2,2.833333,8.166667,2,5.625,6.8,1,0,1,0,0,66.03848,40.6436,42.73711,133.128,339.6194,0,0,0,0,,,
1,216,11,"Brazil",2002,1,0,0,.0966915,0,0,0,0,0,0,0,.7893712,.5,0,0,0,0,0,0,1,0,8.009998,8.988446,2.658327,165.902,19.80742,0,0,0,4,2,3,0,.7678554,.5781364,.7084057,.5840137,.1306497,.4184194,.010322,.017066,.309058,2,2.166667,7.916667,1.75,6,8.4,1,0,1,1,1,55.08361,30.78009,47.22444,97.6965,324.8789,0,0,0,0,,,
1,217,11,"Brazil",2003,1,0,0,.1081623,.5,0,0,0,0,0,0,.7736495,.125,0,0,0,0,0,0,1,0,7.994121,8.986462,1.149135,101.4352,29.72605,0,0,0,5,2,.5,0,.7160123,.5781364,.7084057,.6070191,.1146098,.4818999,.012462,.016231,.3258341,2,4,7.541667,1.5,5.625,14.8,0,0,0,0,0,63.49323,72.53435,42.62903,51.44072,284.3228,0,0,0,0,,,
1,218,11,"Brazil",2004,1,0,0,.1170283,.125,0,0,0,0,0,0,.756066,.25,0,0,0,0,0,0,0,0,8.34416,9.029317,5.712292,181.6569,20.80933,0,0,0,5,2,1,0,.7163683,.5781364,.7084057,.6157716,.1172779,.4632881,.013552,.016269,.4280804,2,2.333333,7.708333,2.083333,5.083333,6.6,0,0,0,0,0,60.42538,87.07765,33.18234,61.22138,201.9595,0,0,0,0,,,
1,219,11,"Brazil",2005,1,0,0,.1179967,.25,0,0,0,0,0,0,.736835,.125,0,0,0,0,0,0,0,0,8.505417,9.048458,3.159674,150.6629,64.51252,0,0,0,5,2,2,0,.833647,.5781364,.7084057,.6567734,.1437576,.4431307,.013293,.016873,.4589412,2,1.833333,7.5,2.5,5,6.9,0,0,0,0,0,57.5934,106.9245,21.31971,41.18213,140.8566,0,0,0,0,,,
1,220,11,"Brazil",2006,1,0,0,.1362552,.25,0,0,0,0,0,0,.7466853,.125,0,0,0,0,0,0,0,0,8.745075,9.076246,3.957035,187.8221,77.15813,0,0,0,5,2,3,0,.7989856,.5781364,.7084057,.7066635,.1411348,.5404335,.0128335,.015637,.5602837,2,1.958333,7.5,2.5,5,4.2,0,0,0,0,0,54.49965,59.4781,18.30519,41.99101,127.4269,0,0,0,0,,,
1,222,12,"Brunei Darussalam",1988,1,0,0,0,0,0,0,0,0,0,0,.1745873,0,0,0,0,0,0,0,0,0,52.32288,10.86519,1.097362,380.5147,409.1805,0,0,0,1,0,-1,0,-.8693995,.4260686,.6086017,1.03336,.0205736,.98459,.1108591,.0304494,1.430437,3.5,5,10,4,10,722.1261,0,0,1,0,0,233.8121,112.9486,465.6368,237.8738,294.5747,0,0,0,0,,,
1,223,12,"Brunei Darussalam",1989,1,0,0,.0022439,0,0,0,0,0,0,0,.2088171,0,0,0,0,0,0,0,0,0,50.30968,10.82595,-1.074175,280.9152,366.5745,0,0,0,1,0,-1,0,-.8665724,.3780165,.7833466,.815754,.0762968,.7016072,.080622,.0206447,2.275077,3.5,5,10,4,10,408.8108,1,1,1,0,0,149.3221,65.84461,335.7213,273.7392,417.8047,0,0,0,0,,,
1,224,12,"Brunei Darussalam",1990,1,0,0,.0024474,0,0,0,0,0,0,0,.193561,0,0,0,0,0,0,0,0,0,49.43769,10.80847,1.089422,145.6047,389.0952,0,0,0,1,0,-1,0,-.6863407,.3643003,.6228983,.9069733,.0336495,.772394,.0755107,.034161,1.292113,3.5,5,10.33333,4,10.33333,2444.956,1,1,1,1,1,177.864,109.6606,332.7662,213.0777,53.22838,0,0,0,0,,,
1,225,12,"Brunei Darussalam",1991,1,0,0,.0085553,0,0,0,0,0,0,0,.165037,0,0,0,0,0,0,0,0,0,49.57309,10.8112,3.145942,306.6231,527.805,0,0,0,1,0,-1,0,-.6827149,.3660709,.4401586,1.260624,.0376969,.6077906,.1053007,.0328683,2.767766,3.458333,5,11,4,11,823.067,0,0,1,1,0,150.4907,67.02693,265.398,184.8814,59.00257,0,0,0,0,,,
1,226,12,"Brunei Darussalam",1992,1,0,0,.0037267,0,0,0,0,0,0,0,.2326306,0,0,0,0,0,0,0,0,0,50.49156,10.82956,4.758574,467.1303,564.1298,0,0,0,1,0,-1,0,-1.05336,.2548191,.9649211,1.29846,.0607722,.9907391,.0669676,.0097383,2.091107,3.5,5,11,4,11,591.06,0,0,0,0,0,345.001,208.6221,480.3121,372.3132,1286.842,0,0,0,0,,,
1,227,12,"Brunei Darussalam",1993,1,0,0,.0028853,0,0,0,0,0,0,0,.3947148,0,0,0,0,0,0,0,0,0,49.25696,10.80481,.3045828,61.27184,421.7451,0,0,0,1,0,-1,0,-1.058563,.4850489,.5713618,.7418363,.0088192,.9552771,.0629652,.0251863,1.586823,3.5,5,11,4,11,165.4566,1,0,0,0,0,193.2372,147.9868,260.0773,238.5273,486.2671,0,0,0,0,,,
1,228,12,"Brunei Darussalam",1994,1,0,0,.00878,0,0,0,0,0,0,0,.2946585,0,0,0,0,0,0,0,0,0,49.44255,10.80857,3.145392,542.4775,411.6974,0,0,0,1,0,-1,0,-1.055331,.3414178,.5826124,1.088419,.0491143,.6121671,.0982639,.0438242,1.974397,3.5,4.166667,11,4.833333,11,294.5059,1,1,0,0,1,211.0571,85.53336,371.779,316.4003,380.6484,0,0,0,0,,,
1,229,12,"Brunei Darussalam",1995,1,0,0,.0085798,0,0,0,0,0,0,0,.2416192,0,0,0,0,0,0,0,0,0,50.3085,10.82593,4.478709,411.5878,298.7339,0,0,0,1,0,-1,0,-.8693679,.4454458,.4449602,1.251387,.0220678,.8118152,.037114,.0406707,.9950336,3.5,4,11,5.916667,11,510.3812,0,1,0,0,0,141.8428,134.0589,230.4872,278.4908,161.7801,0,0,0,0,,,
1,230,12,"Brunei Darussalam",1996,1,0,0,.0050579,0,0,0,0,0,0,0,.3151972,0,0,0,0,0,0,0,0,0,50.4462,10.82866,2.878316,126.252,529.718,0,0,0,1,0,-1,0,-.8688924,.4269355,.7390641,.7293001,.0368464,.6072873,.0494914,.0186664,.8328752,3.5,4,11,6,11,707.9552,1,1,0,0,0,169.2515,124.0809,342.9333,199.2719,143.534,0,0,0,0,,,
1,231,12,"Brunei Darussalam",1997,1,0,0,.0036689,0,0,0,0,0,0,0,.2851793,0,0,0,0,0,0,0,0,0,48.4808,10.78892,-1.471175,219.368,345.128,0,0,0,1,0,-1,0,-.8632222,.3830659,.6339755,.6027575,.0212603,.8791155,.0556754,.0236,1.223472,3.291667,4,9.75,6,10.66667,978.8164,0,0,0,0,0,147.7519,130.3756,145.8354,265.9017,340.5403,0,0,0,0,,,
1,232,12,"Brunei Darussalam",1998,1,0,0,.2633682,0,0,0,0,0,0,0,.1230747,0,0,0,0,0,0,0,0,0,47.05043,10.75898,-.558503,233.2244,417.3001,0,0,0,1,0,-1,0,-.8643056,.3149954,.6729276,.6548779,.071587,.7134504,.0538724,.0245994,1.467239,3,3.583333,7.583333,6,10,534.157,1,0,0,0,0,241.8697,158.1734,280.9736,343.2897,377.4932,0,0,0,0,,,
1,233,12,"Brunei Darussalam",1999,1,0,0,.1434035,0,0,0,0,0,0,0,.2480589,0,0,0,0,0,0,0,0,0,47.33715,10.76505,3.05215,656.4035,533.7411,0,0,0,1,0,-1,0,-.8641178,.5344088,.5586963,1.565558,.0257368,.931947,.0357091,.035482,1.315887,3,3,7.25,6,10,819.4896,0,0,1,0,0,109.0986,85.22803,199.9072,192.8712,264.7356,0,0,0,0,,,
1,234,12,"Brunei Darussalam",2000,1,0,0,.1584515,0,0,0,0,0,0,0,.2444565,0,0,0,0,0,0,0,0,0,47.54297,10.76939,2.849422,139.0401,422.0626,0,0,0,1,0,-1,0,-.9601771,.2873869,.6617691,.9862618,.039002,.7831738,.0657139,.0203115,1.150109,3,3,8,6,10,1399.299,0,0,0,0,0,208.6886,143.5456,474.7279,286.4933,672.1982,0,0,0,0,,,
1,235,12,"Brunei Darussalam",2001,1,0,0,.5149685,0,0,0,0,0,0,0,.2219084,0,0,0,0,0,0,0,0,0,47.71056,10.77291,2.744042,.6069465,351.4702,0,0,0,1,0,-1,0,-.8680665,.3021951,.9040987,.7341399,.0497333,.7966942,.114488,.0128993,2.100955,3,2.666667,10.625,6,10.66667,534.2889,1,1,0,0,0,289.363,153.3813,440.2657,292.894,712.3316,0,0,0,0,,,
1,236,12,"Brunei Darussalam",2002,1,0,0,.5213168,.1111111,0,0,0,0,0,0,.1921792,.3333333,0,0,0,0,0,0,0,0,48.41777,10.78762,3.872097,2.29672,-28.64711,0,0,0,1,0,-1,0,-.6822478,.2501792,.6739656,.7480509,.0777303,.6534682,.0358938,.0192961,.6623295,3,2.5,11.5,6,11,691.6585,0,0,1,0,1,178.9916,150.9794,149.4137,183.5979,338.0624,0,0,0,0,,,
1,237,12,"Brunei Darussalam",2003,1,0,0,.5420071,0,0,0,0,0,0,0,.2037741,0,0,0,0,0,0,0,0,0,48.69429,10.79332,2.903962,1.238209,669.1223,0,0,0,1,0,-1,0,-.6874436,.3178242,.7329889,.712772,.072129,.7188716,.0870094,.0295392,1.305236,3,2.5,11.5,6,10.70833,47.66586,1,1,0,0,0,184.2465,176.48,366.021,314.3609,386.083,0,0,0,0,,,
1,238,12,"Brunei Darussalam",2004,1,0,0,.5564549,.25,0,0,0,0,0,0,.1771952,.25,0,0,0,0,0,0,0,0,47.85119,10.77585,.5043165,1.132059,52.94534,0,0,0,1,0,-1,0,-.6784377,.4090884,.7094989,.6620502,.0687974,.6676937,.0517368,.0188869,1.149765,3,2.5,11.5,6,10.5,846.7959,0,0,0,0,0,241.1032,171.7778,189.526,262.9954,613.3133,0,0,0,0,,,
1,239,12,"Brunei Darussalam",2005,1,0,0,.5856531,0,0,0,0,0,0,0,.1716731,0,0,0,0,0,0,0,0,0,46.99141,10.75772,.3875081,1.750685,476.2997,0,0,0,1,0,-1,0,-.6931907,.3814833,.4327987,.6022087,.0654824,.6098637,.0778051,.0254008,1.255239,3,2.5,11.5,4.5,10.5,183.1679,1,0,0,0,1,157.7982,95.19797,396.4175,215.9165,308.034,0,0,0,0,,,
1,240,12,"Brunei Darussalam",2006,1,0,0,.5913727,0,0,0,0,0,0,0,.1466093,0,0,0,0,0,0,0,0,0,48.0149,10.77927,4.397721,.8783913,434.5932,0,0,0,1,0,-1,0,-.6941063,.6235326,.8001429,.3553503,.0479099,.559723,.0877538,.0144719,.7239504,3.208333,2.5,11.5,5,10.5,132.1613,0,0,0,0,0,152.4533,120.0005,223.8823,192.1274,347.4916,0,0,0,0,,,
1,242,13,"Bulgaria",1988,1,0,0,.0061506,0,0,0,0,0,0,0,.291061,.2857143,0,0,0,0,0,0,0,0,8.323469,9.026834,10.94469,53.89869,0,0,0,0,1,0,4,0,-1.141213,.725519,.7731011,.0559827,.0621692,.7471898,.0052983,.0028351,.162091,2,3.916667,6.416667,5,6,836.8195,0,0,1,0,0,39.6,54.78037,39.62187,94.60439,420.8635,0,0,0,0,,,
1,243,13,"Bulgaria",1989,1,0,0,.011002,0,0,0,0,0,0,0,.3518179,.5714286,0,0,0,0,0,0,0,0,8.143944,9.00503,-3.289882,113.0532,0,0,0,0,1,0,.5,0,-1.141078,.6081275,.7859915,.360244,.057991,.9420995,.0020727,.0230722,.4631579,2,3,6,5,5.916667,751.3542,1,0,0,0,1,48,96.47208,48.00431,151.6492,378.9673,0,0,0,0,,,
1,244,13,"Bulgaria",1990,1,0,0,.0118912,0,0,0,0,0,0,0,.3438105,.5714286,0,0,0,0,0,0,0,0,7.536418,8.927503,-9.117377,.04,0,1,0,0,1,0,1,0,.4356466,.5347996,.6914713,.7127345,.0405382,.7303051,.0027897,.0245366,.0399211,2,3,4.333333,5,4.583333,827.3389,0,0,0,0,0,57.1,80.59984,57.06561,56.37249,271.5738,0,0,0,0,,,
1,245,13,"Bulgaria",1991,1,0,0,.0082295,0,0,0,0,0,0,0,.4665907,.2857143,0,0,0,0,0,0,1,0,6.968684,8.849182,-8.445355,.559,0,1,0,0,4,0,.5,0,.8290431,.3534028,.6213449,.370389,.036392,.9531356,.00395,.010789,.0983211,2,3.083333,3.916667,5,4,890.1167,0,0,1,0,0,115.2,136.5521,119.416,89.35913,360.5793,0,0,0,0,,,
1,246,13,"Bulgaria",1992,1,0,0,.0204054,0,0,0,0,0,0,0,.450925,.2857143,0,0,0,0,0,0,1,0,6.531508,8.784393,-7.272388,.415,0,1,0,0,3,0,1,0,.8333781,.5217978,.8053412,1.038242,.0662567,.885355,.003984,.011454,.5461203,2,4.666667,4,5,4.083333,1665.554,0,0,0,0,1,145.9595,104.781,144.3727,127.9755,305.7641,0,0,0,0,,,
1,247,13,"Bulgaria",1993,1,0,0,.0196671,0,0,0,0,0,0,0,.5404008,.2857143,0,0,0,0,0,0,1,0,6.486476,8.777474,-1.480215,.4,0,1,0,0,3,0,2,0,.8981319,.321939,.9886172,1.046763,.0862613,1,.005166,.014824,.7393675,2,5,4,5,5,1131.822,1,1,0,0,1,299.0641,202.7099,273.6548,290.4748,356.9206,0,0,0,0,,,
1,248,13,"Bulgaria",1994,1,0,0,.0164093,.1428571,0,0,0,0,0,0,.5238904,.4285714,0,0,0,0,0,0,1,0,6.633371,8.799869,1.818011,1.054,0,1,0,0,3,0,3,0,.8217804,.5916098,.8055696,.959842,.014392,.9925663,.00692,.014319,1.115148,2,4.25,4.416667,5,5,964.2842,0,0,0,1,1,183.4896,112.7995,125.6203,165.21,363.7223,0,0,0,0,,,
1,249,13,"Bulgaria",1995,1,0,0,.0178911,0,0,0,0,0,0,0,.5406173,.4285714,0,0,0,0,0,0,1,0,6.851527,8.832227,2.860189,.904,0,1,0,0,3,0,4,0,.8209959,.6910242,.5889528,.6543411,.0181682,.9517944,.006845,.012984,.3162548,2,4,5.583333,5,5.166667,43.7573,0,0,0,0,0,106.3525,76.47103,79.1914,91.56381,260.1083,0,0,0,0,,,
1,250,13,"Bulgaria",1996,1,0,0,.0195206,0,0,0,0,0,0,0,.5395555,.4285714,0,0,0,0,0,0,1,0,6.24017,8.738763,-9.4,1.09,.02,1,1,-1.78533,3,0,.5,0,.7588351,.4881816,.7694682,.5560012,.0543054,.9110498,.004377,.016253,.0034976,2,4,5.75,5.416667,4.833333,1381.89,2,1,1,1,0,107.9986,106.8039,104.7231,91.7361,161.9606,0,0,0,0,,,
1,251,13,"Bulgaria",1997,1,0,0,.0196108,0,0,0,0,0,0,0,.5291792,.5714286,0,0,0,0,0,0,1,0,5.921855,8.686405,-5.6,5.048,.52,1,0,-.7439373,2,0,.5,0,.7084512,.6748512,.7302584,.3664779,.0853211,.9027115,.001214,.014416,.0004378,2,4,6.666667,4,1.333333,1667.981,2,0,1,0,0,95.73564,120.0603,107.0776,149.3768,186.4263,0,0,0,0,,,
1,252,13,"Bulgaria",1998,1,0,0,.0665223,.1428571,0,0,0,0,0,0,.4964115,.2857143,0,0,0,0,0,0,1,0,6.199804,8.732273,4,5.373173,.192508,1,0,-.4631107,2,0,1,0,.7028965,.6033512,.8939489,.172691,.0464018,.7871475,.001115,.009277,.0388092,2,4,10,4,2,161.3189,0,1,0,0,0,82.83963,133.3447,88.78825,88.21521,253.6822,0,0,0,0,,,
1,253,13,"Bulgaria",1999,1,0,0,.0665308,.1428571,0,0,0,0,0,0,.4859769,.2857143,0,0,0,0,0,0,0,0,6.380262,8.760964,2.3,8.187881,.0186287,1,0,-.2939683,2,0,2,0,.669112,.7967462,.9063636,.1665653,.0514363,.7816906,.001135,.011896,.0659328,2,4,10,4,2,460.3352,1,1,1,0,0,74.68428,102.5015,84.9181,19.63213,244.5196,0,0,0,0,,,
1,254,13,"Bulgaria",2000,1,0,0,.0600938,.1428571,0,0,0,0,0,0,.4718583,.2857143,0,0,0,0,0,0,0,0,6.848279,8.831753,5.4,10.01504,.0488691,1,0,-.1725461,2,0,3,0,.4945506,.7486933,.8277342,.1599815,.0602332,.7232093,.001458,.013047,.0529171,2,3.25,10,4,2,204.5837,0,0,0,1,1,74.33447,92.70367,88.98613,41.18204,194.7616,0,0,0,0,,,
1,255,13,"Bulgaria",2001,1,0,0,.085854,.25,0,0,0,0,0,0,.5098542,.25,0,0,0,0,0,0,0,0,7.264249,8.89072,4.1,8.129422,-.0860338,1,0,-.0777598,2,0,4,0,.8859548,.5397956,.7550907,.1715025,.0456683,.6532277,.002726,.013362,.0416955,2,2,11.04167,4,3.333333,789.678,1,0,0,0,0,65.1191,150.4072,77.18745,142.914,173.1222,0,0,0,0,,,
1,256,13,"Bulgaria",2002,1,0,0,.0911001,0,0,0,0,0,0,0,.5037217,.5,0,0,0,0,0,0,1,0,7.630692,8.939934,4.5,9.046597,-.2292766,1,0,0,2,0,5,0,.9806184,.7269536,.8793352,.2187897,.043389,.5543276,.004391,.014657,.0398413,2,2,11.25,4,4,617.102,0,0,0,0,1,58.96918,88.38982,73.58251,41.20361,160.0174,0,0,0,0,,,
1,257,13,"Bulgaria",2003,4,0,0,.3358436,.5,0,0,0,0,1,0,.3102313,.125,0,0,0,0,0,0,1,0,8.05989,8.994656,5.00717,20.96789,-.2319329,1,0,0,2,1,.5,0,.9788749,.6373455,.6387714,.2794183,.0425599,.5573528,.001956,.017353,.0624842,2,2,11.5,4,4,252.3208,0,0,0,0,0,51.28403,98.68717,66.81007,31.98804,135.9268,0,0,0,0,,,
1,258,13,"Bulgaria",2004,4,0,0,.3479324,.125,0,0,0,0,1,1,.2973708,.25,0,0,0,0,0,0,1,0,8.641596,9.064342,6.641666,26.62209,.2150376,1,0,0,2,2,1,0,.9744474,.6005734,.6855261,.3554108,.0472101,.4655056,.002652,.016618,.0929483,2,2,11.5,4,4.333333,16.06973,0,1,0,0,0,41.50849,109.4543,63.56086,75.3049,103.0178,0,0,0,0,,,
1,259,13,"Bulgaria",2005,4,0,0,.34259,.25,0,0,0,0,1,1,.2945631,.125,0,0,0,0,0,0,1,0,9.229949,9.130209,6.245586,43.12402,4.490349,1,0,0,2,1,2,0,1.056437,.5542823,.4796034,.436137,.04838,.4037289,.003227,.022253,.1457273,2,2,11.5,4,4.791667,208.4964,0,0,0,1,0,27.46747,32.43778,57.74495,43.72577,63.61361,0,0,0,0,,,
1,260,13,"Bulgaria",2006,4,0,0,.3384711,.25,0,0,0,0,1,1,.2869787,.125,0,0,0,0,0,0,0,0,9.905084,9.200804,6.746421,77.57607,1.475636,1,0,0,4,2,3,0,1.06098,.6570396,.5813834,.4810363,.0472345,.3807115,.0032009,.0212516,.2451907,2,2,11.5,3.625,5,299.6212,0,0,0,0,0,23.48694,84.49227,66.30311,63.59448,49.23524,0,0,0,0,,,
1,262,14,"Canada",1988,2,0,0,.0005377,0,0,0,0,0,0,0,.7972475,.2857143,0,.3636364,0,0,0,0,0,1,27.10075,10.20732,4.974471,60.71142,-19.34627,0,0,0,4,0,1,0,1.393917,.7947333,.7293809,.687205,.0154828,.5390548,.024851,.026777,.8622379,4,6,7.083333,6,8,4.028,0,0,0,0,0,63.28736,71.1,51.12575,179.972,269.381,0,0,0,0,,,
1,263,14,"Canada",1989,2,0,0,.0020485,0,0,0,0,0,0,0,.8055081,.5714286,0,.3636364,0,0,0,0,0,1,27.319,10.21534,2.619409,60.26741,32.8713,0,0,0,4,0,2,0,1.400725,.7947333,.7293809,.7273525,.0190875,.5109543,.025195,.026359,.481557,4,6,8.666667,6,8,4.984,0,0,0,0,0,64.07633,72.2,50.80796,37.98336,292.169,0,0,0,1,0,2,1
1,264,14,"Canada",1990,2,0,0,.0019089,0,0,0,0,0,0,0,.8027003,.5714286,0,.3636364,0,0,0,0,0,1,26.96595,10.20233,.193023,75.80602,-15.01963,0,0,0,4,0,3,0,1.400186,.7947333,.7293809,.776253,.0186272,.4461254,.027316,.027003,.4615075,4,6,8.75,6,7.75,4.78,0,0,0,0,0,66.08062,75.2,53.7292,37.8346,301.7191,0,0,0,1,0,3,2
